number,contractName,name,address,position,banking,bonus,status,lastUpdate,connected,overflow,shape,totalStands,mainStands,overflowStands,snapshot_time
385,toulouse,00385 - VITARELLES - FRONDE,"21, chemin de la Fronde","{'latitude': 43.587323, 'longitude': 1.39462}",False,False,OPEN,2025-06-24T08:33:50Z,True,False,,"{'availabilities': {'bikes': 1, 'stands': 11, 'mechanicalBikes': 1, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 1, 'stands': 11, 'mechanicalBikes': 1, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
195,toulouse,00195 - RIEUX - CHANT DU MERLE,FACE 15 RUE PIERRE LAROUSSE,"{'latitude': 43.597355, 'longitude': 1.459063}",False,False,OPEN,2025-06-24T08:36:15Z,True,False,,"{'availabilities': {'bikes': 1, 'stands': 16, 'mechanicalBikes': 0, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}","{'availabilities': {'bikes': 1, 'stands': 16, 'mechanicalBikes': 0, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}",,2025-06-24T10:40:30.138289
29,toulouse,00029 - VALADE,31 RUE VALADE,"{'latitude': 43.605031, 'longitude': 1.437386}",False,False,OPEN,2025-06-24T08:38:51Z,True,False,,"{'availabilities': {'bikes': 4, 'stands': 14, 'mechanicalBikes': 4, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 21}","{'availabilities': {'bikes': 4, 'stands': 14, 'mechanicalBikes': 4, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 21}",,2025-06-24T10:40:30.138289
400,toulouse,00400 - SAINT-MARTIN-DU-TOUCH GARE,"4, rue Marie Louise Dissard (sur la contre allée face au parking de la halte)","{'latitude': 43.600614, 'longitude': 1.372218}",False,False,OPEN,2025-06-24T08:38:33Z,True,False,,"{'availabilities': {'bikes': 7, 'stands': 5, 'mechanicalBikes': 5, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 7, 'stands': 5, 'mechanicalBikes': 5, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
280,toulouse,00280 - CHARBONNIÈRE - PALMIERS,RUE DE LA CHARBONNIERE ENTRE IMP AMPERE ET RUE DES PALMIERS,"{'latitude': 43.573732, 'longitude': 1.448768}",False,False,OPEN,2025-06-24T08:37:48Z,True,False,,"{'availabilities': {'bikes': 1, 'stands': 16, 'mechanicalBikes': 1, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}","{'availabilities': {'bikes': 1, 'stands': 16, 'mechanicalBikes': 1, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}",,2025-06-24T10:40:30.138289
156,toulouse,00156 - EMPALOT - MÉTRO,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,"{'latitude': 43.579666, 'longitude': 1.44184}",True,False,OPEN,2025-06-24T08:37:58Z,True,False,,"{'availabilities': {'bikes': 9, 'stands': 9, 'mechanicalBikes': 8, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}","{'availabilities': {'bikes': 9, 'stands': 9, 'mechanicalBikes': 8, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}",,2025-06-24T10:40:30.138289
242,toulouse,00242 - RIMBAUD - COLETTE / PADER - FRONTON,8 RUE HILAIRE PADER,"{'latitude': 43.63639, 'longitude': 1.433072}",False,False,OPEN,2025-06-24T08:32:48Z,True,False,,"{'availabilities': {'bikes': 7, 'stands': 8, 'mechanicalBikes': 7, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 16}","{'availabilities': {'bikes': 7, 'stands': 8, 'mechanicalBikes': 7, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 16}",,2025-06-24T10:40:30.138289
373,toulouse,00373 - REYNERIE - LIZOP,,"{'latitude': 43.566932, 'longitude': 1.400526}",False,False,OPEN,2025-06-24T08:31:49Z,True,False,,"{'availabilities': {'bikes': 4, 'stands': 6, 'mechanicalBikes': 2, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 4, 'stands': 6, 'mechanicalBikes': 2, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
224,toulouse,00224 - BELIN - SUPAERO,10 AV EDOUARD BELIN FACE CHATEAU D'EAU CREPS RD-PT JEAN LAGASSE,"{'latitude': 43.56644, 'longitude': 1.475301}",False,False,OPEN,2025-06-24T08:39:44Z,True,False,,"{'availabilities': {'bikes': 15, 'stands': 4, 'mechanicalBikes': 7, 'electricalBikes': 8, 'electricalInternalBatteryBikes': 8, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 15, 'stands': 4, 'mechanicalBikes': 7, 'electricalBikes': 8, 'electricalInternalBatteryBikes': 8, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",,2025-06-24T10:40:30.138289
339,toulouse,00339 -  GLOIRE - SAVIGNAC,"57, rue Labat de Savignac, 40m après angle rue de la Gloire","{'latitude': 43.605899, 'longitude': 1.463601}",False,False,OPEN,2025-06-24T08:37:34Z,True,False,,"{'availabilities': {'bikes': 0, 'stands': 11, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 0, 'stands': 11, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
229,toulouse,00229 - AV. DE RANGUEIL - PELUDE,129 AV DE RANGUEIL,"{'latitude': 43.57141, 'longitude': 1.462732}",False,False,OPEN,2025-06-24T08:36:48Z,True,False,,"{'availabilities': {'bikes': 10, 'stands': 6, 'mechanicalBikes': 8, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}","{'availabilities': {'bikes': 10, 'stands': 6, 'mechanicalBikes': 8, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}",,2025-06-24T10:40:30.138289
154,toulouse,00154 - HOTEL DE REGION,50 M AVANT 4 RUE DES GALLOIS,"{'latitude': 43.589928, 'longitude': 1.441706}",False,False,OPEN,2025-06-24T08:34:45Z,True,False,,"{'availabilities': {'bikes': 6, 'stands': 11, 'mechanicalBikes': 6, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 19}","{'availabilities': {'bikes': 6, 'stands': 11, 'mechanicalBikes': 6, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 19}",,2025-06-24T10:40:30.138289
96,toulouse,00096 - MÉDIATHÈQUE JOSÉ CABANIS,50 RUE DU GENERAL COMPANS,"{'latitude': 43.609757, 'longitude': 1.455212}",True,False,OPEN,2025-06-24T08:38:38Z,True,False,,"{'availabilities': {'bikes': 5, 'stands': 18, 'mechanicalBikes': 0, 'electricalBikes': 5, 'electricalInternalBatteryBikes': 5, 'electricalRemovableBatteryBikes': 0}, 'capacity': 25}","{'availabilities': {'bikes': 5, 'stands': 18, 'mechanicalBikes': 0, 'electricalBikes': 5, 'electricalInternalBatteryBikes': 5, 'electricalRemovableBatteryBikes': 0}, 'capacity': 25}",,2025-06-24T10:40:30.138289
65,toulouse,00065 - VERDIER - GRAND ROND,2 ALL FORAIN FRANCOIS VERDIER,"{'latitude': 43.596904, 'longitude': 1.452596}",False,False,OPEN,2025-06-24T08:39:12Z,True,False,,"{'availabilities': {'bikes': 1, 'stands': 24, 'mechanicalBikes': 1, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 27}","{'availabilities': {'bikes': 1, 'stands': 24, 'mechanicalBikes': 1, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 27}",,2025-06-24T10:40:30.138289
22,toulouse,00022 - CARNOT - ROLAND,24 BD LAZARE CARNOT,"{'latitude': 43.602914, 'longitude': 1.451719}",False,False,OPEN,2025-06-24T08:39:45Z,True,False,,"{'availabilities': {'bikes': 2, 'stands': 16, 'mechanicalBikes': 2, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 2, 'stands': 16, 'mechanicalBikes': 2, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",,2025-06-24T10:40:30.138289
236,toulouse,00236 - TOEC - LEMIRE,RUE DE L'ABBE JULES LEMIRE ANGLE VOIE DU TOEC,"{'latitude': 43.597322, 'longitude': 1.403694}",False,False,OPEN,2025-06-24T08:34:34Z,True,False,,"{'availabilities': {'bikes': 3, 'stands': 14, 'mechanicalBikes': 3, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 3, 'stands': 14, 'mechanicalBikes': 3, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",,2025-06-24T10:40:30.138289
315,toulouse,000315 - FRONTON - LAPIN,"269, Avenue de Fronton","{'latitude': 43.651176, 'longitude': 1.432557}",False,False,OPEN,2025-06-24T08:34:28Z,True,False,,"{'availabilities': {'bikes': 5, 'stands': 6, 'mechanicalBikes': 3, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 5, 'stands': 6, 'mechanicalBikes': 3, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
111,toulouse,00111 - BD DES MINIMES - PASSERELLE,38B BD DES MINIMES,"{'latitude': 43.615273, 'longitude': 1.442937}",False,False,OPEN,2025-06-24T08:39:28Z,True,False,,"{'availabilities': {'bikes': 2, 'stands': 7, 'mechanicalBikes': 1, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 27}","{'availabilities': {'bikes': 2, 'stands': 7, 'mechanicalBikes': 1, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 27}",,2025-06-24T10:40:30.138289
152,toulouse,00152 - THÉATRE DES MAZADES,10 AV DES MAZADES,"{'latitude': 43.624114, 'longitude': 1.438463}",False,False,OPEN,2025-06-24T08:30:47Z,True,False,,"{'availabilities': {'bikes': 0, 'stands': 18, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 0, 'stands': 18, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",,2025-06-24T10:40:30.138289
243,toulouse,00243 - ÉTATS-UNIS - FERRY,FACE 97 AV DES ETATS-UNIS ANGLE JULES FERRY,"{'latitude': 43.632734, 'longitude': 1.431732}",False,False,OPEN,2025-06-24T08:31:56Z,True,False,,"{'availabilities': {'bikes': 1, 'stands': 15, 'mechanicalBikes': 0, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 17}","{'availabilities': {'bikes': 1, 'stands': 15, 'mechanicalBikes': 0, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 17}",,2025-06-24T10:40:30.138289
384,toulouse,00384 GUILHERMY - LAS BRUGUES,,"{'latitude': 43.567628, 'longitude': 1.371151}",False,False,OPEN,2025-06-24T08:33:14Z,True,False,,"{'availabilities': {'bikes': 7, 'stands': 4, 'mechanicalBikes': 3, 'electricalBikes': 4, 'electricalInternalBatteryBikes': 4, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 7, 'stands': 4, 'mechanicalBikes': 3, 'electricalBikes': 4, 'electricalInternalBatteryBikes': 4, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
334,toulouse,00334  - GLOIRE - SAINT BERNARD,"1, rue Saint-Bertrand","{'latitude': 43.605557, 'longitude': 1.458483}",False,False,OPEN,2025-06-24T08:34:05Z,True,False,,"{'availabilities': {'bikes': 3, 'stands': 10, 'mechanicalBikes': 0, 'electricalBikes': 3, 'electricalInternalBatteryBikes': 3, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 3, 'stands': 10, 'mechanicalBikes': 0, 'electricalBikes': 3, 'electricalInternalBatteryBikes': 3, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
174,toulouse,00174 - BOURGES - MAUNOURY - MÉLAT,41 AV MAURICE BOURGES MAUNOURY,"{'latitude': 43.63694, 'longitude': 1.452615}",False,False,OPEN,2025-06-24T08:31:28Z,True,False,,"{'availabilities': {'bikes': 3, 'stands': 15, 'mechanicalBikes': 2, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 19}","{'availabilities': {'bikes': 3, 'stands': 15, 'mechanicalBikes': 2, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 19}",,2025-06-24T10:40:30.138289
298,toulouse,00298 - ROUTE DE SEYSSES - C. DE VICOSE,Route de Seysses - C. de Viçose,"{'latitude': 43.57179, 'longitude': 1.418239}",False,False,OPEN,2025-06-24T08:37:50Z,True,False,,"{'availabilities': {'bikes': 9, 'stands': 3, 'mechanicalBikes': 6, 'electricalBikes': 3, 'electricalInternalBatteryBikes': 3, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 9, 'stands': 3, 'mechanicalBikes': 6, 'electricalBikes': 3, 'electricalInternalBatteryBikes': 3, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
276,toulouse,00276 - MARIN - REBOUL,FACE 1 CHEMIN DU MARIN,"{'latitude': 43.581463, 'longitude': 1.379769}",False,False,OPEN,2025-06-24T08:37:49Z,True,False,,"{'availabilities': {'bikes': 14, 'stands': 4, 'mechanicalBikes': 9, 'electricalBikes': 5, 'electricalInternalBatteryBikes': 5, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}","{'availabilities': {'bikes': 14, 'stands': 4, 'mechanicalBikes': 9, 'electricalBikes': 5, 'electricalInternalBatteryBikes': 5, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}",,2025-06-24T10:40:30.138289
77,toulouse,00077 - SAINT-CYPRIEN - METRO VIÉ,2 PL INTERIEURE SAINT-CYPRIEN,"{'latitude': 43.59778, 'longitude': 1.431619}",False,False,OPEN,2025-06-24T08:39:13Z,True,False,,"{'availabilities': {'bikes': 2, 'stands': 7, 'mechanicalBikes': 2, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 2, 'stands': 7, 'mechanicalBikes': 2, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
137,toulouse,00137 - BRUNHES - FONTAINES,68 BD JEAN BRUNHES FACE AU 53,"{'latitude': 43.600473, 'longitude': 1.420165}",False,False,OPEN,2025-06-24T08:35:43Z,True,False,,"{'availabilities': {'bikes': 0, 'stands': 12, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 15}","{'availabilities': {'bikes': 0, 'stands': 12, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 15}",,2025-06-24T10:40:30.138289
295,toulouse,00295 - PLACE GUY HERSANT,"Place Guy Hersant, angle rue Alfred Rambaud","{'latitude': 43.577461, 'longitude': 1.442964}",False,False,OPEN,2025-06-24T08:38:19Z,True,False,,"{'availabilities': {'bikes': 2, 'stands': 8, 'mechanicalBikes': 0, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 2, 'stands': 8, 'mechanicalBikes': 0, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
348,toulouse,00348 - REVEL - LABEGE,", Rond-point route de Revel / route de Labège face Jardiland et Midas,","{'latitude': 43.570862, 'longitude': 1.49832}",False,False,OPEN,2025-06-24T08:36:24Z,True,False,,"{'availabilities': {'bikes': 5, 'stands': 6, 'mechanicalBikes': 3, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 5, 'stands': 6, 'mechanicalBikes': 3, 'electricalBikes': 2, 'electricalInternalBatteryBikes': 2, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
144,toulouse,00144 - SUISSE - LAUSANNE,62 BD DE SUISSE,"{'latitude': 43.615988, 'longitude': 1.42163}",False,False,OPEN,2025-06-24T08:33:23Z,True,False,,"{'availabilities': {'bikes': 3, 'stands': 17, 'mechanicalBikes': 2, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 22}","{'availabilities': {'bikes': 3, 'stands': 17, 'mechanicalBikes': 2, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 22}",,2025-06-24T10:40:30.138289
40,toulouse,00040 - COLOMBETTE - MAURY,41 RUE DE LA COLOMBETTE,"{'latitude': 43.604565, 'longitude': 1.453659}",False,False,OPEN,2025-06-24T08:38:08Z,True,False,,"{'availabilities': {'bikes': 4, 'stands': 9, 'mechanicalBikes': 3, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 16}","{'availabilities': {'bikes': 4, 'stands': 9, 'mechanicalBikes': 3, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 16}",,2025-06-24T10:40:30.138289
25,toulouse,00025 - PLACE ROUAIX,1 RUE DES TOURNEURS,"{'latitude': 43.599525, 'longitude': 1.445544}",False,False,OPEN,2025-06-24T08:35:55Z,True,False,,"{'availabilities': {'bikes': 13, 'stands': 0, 'mechanicalBikes': 13, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}","{'availabilities': {'bikes': 13, 'stands': 0, 'mechanicalBikes': 13, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}",,2025-06-24T10:40:30.138289
74,toulouse,00074 - LAGANNE - TEINTURIERS,37 RUE LAGANNE,"{'latitude': 43.596667, 'longitude': 1.436229}",False,False,OPEN,2025-06-24T08:35:59Z,True,False,,"{'availabilities': {'bikes': 3, 'stands': 15, 'mechanicalBikes': 2, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}","{'availabilities': {'bikes': 3, 'stands': 15, 'mechanicalBikes': 2, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}",,2025-06-24T10:40:30.138289
371,toulouse,00371 - REYNERIE - LONDRES,"9, rue de Londres","{'latitude': 43.569148, 'longitude': 1.408256}",False,False,OPEN,2025-06-24T08:39:34Z,True,False,,"{'availabilities': {'bikes': 5, 'stands': 7, 'mechanicalBikes': 1, 'electricalBikes': 4, 'electricalInternalBatteryBikes': 4, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 5, 'stands': 7, 'mechanicalBikes': 1, 'electricalBikes': 4, 'electricalInternalBatteryBikes': 4, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
71,toulouse,00071 - FER A CHEVAL - COURS DILLON,3 RUE LAGANNE,"{'latitude': 43.593227, 'longitude': 1.435062}",False,False,OPEN,2025-06-24T08:36:35Z,True,False,,"{'availabilities': {'bikes': 1, 'stands': 16, 'mechanicalBikes': 1, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 22}","{'availabilities': {'bikes': 1, 'stands': 16, 'mechanicalBikes': 1, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 22}",,2025-06-24T10:40:30.138289
329,toulouse,00329 - ATLANTA - CAUNES,Face dépot Tisséo sur avenue Atlanta,"{'latitude': 43.64046, 'longitude': 1.469314}",False,False,OPEN,2025-06-24T08:37:00Z,True,False,,"{'availabilities': {'bikes': 5, 'stands': 7, 'mechanicalBikes': 5, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}","{'availabilities': {'bikes': 5, 'stands': 7, 'mechanicalBikes': 5, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 13}",,2025-06-24T10:40:30.138289
64,toulouse,00064 - PERI - MERCADIER,30 RUE GABRIEL PERI,"{'latitude': 43.606208, 'longitude': 1.455005}",False,False,OPEN,2025-06-24T08:37:09Z,True,False,,"{'availabilities': {'bikes': 2, 'stands': 18, 'mechanicalBikes': 1, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 24}","{'availabilities': {'bikes': 2, 'stands': 18, 'mechanicalBikes': 1, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 24}",,2025-06-24T10:40:30.138289
3,toulouse,00003 - ALSACE - LORRAINE - POMME,62 RUE DE LA POMME,"{'latitude': 43.603302, 'longitude': 1.445454}",False,False,OPEN,2025-06-24T08:34:12Z,True,False,,"{'availabilities': {'bikes': 17, 'stands': 0, 'mechanicalBikes': 16, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}","{'availabilities': {'bikes': 17, 'stands': 0, 'mechanicalBikes': 16, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 18}",,2025-06-24T10:40:30.138289
93,toulouse,00093 - BD MATABIAU - INGRES,57 RUE DU PRINTEMPS,"{'latitude': 43.614574, 'longitude': 1.443571}",False,False,OPEN,2025-06-24T08:37:24Z,True,False,,"{'availabilities': {'bikes': 0, 'stands': 16, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 17}","{'availabilities': {'bikes': 0, 'stands': 16, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 17}",,2025-06-24T10:40:30.138289
139,toulouse,00139 - BARRIERE DE LOMBEZ,39 BIS AV DE LOMBEZ,"{'latitude': 43.595503, 'longitude': 1.418503}",False,False,OPEN,2025-06-24T08:38:22Z,True,False,,"{'availabilities': {'bikes': 8, 'stands': 16, 'mechanicalBikes': 4, 'electricalBikes': 4, 'electricalInternalBatteryBikes': 4, 'electricalRemovableBatteryBikes': 0}, 'capacity': 25}","{'availabilities': {'bikes': 8, 'stands': 16, 'mechanicalBikes': 4, 'electricalBikes': 4, 'electricalInternalBatteryBikes': 4, 'electricalRemovableBatteryBikes': 0}, 'capacity': 25}",,2025-06-24T10:40:30.138289
81,toulouse,00081 - JARDIN RAYMOND VI,ALLEE CHARLES DE FITTE / FACE JARDIN RAYMOND VI,"{'latitude': 43.599797, 'longitude': 1.429521}",False,False,OPEN,2025-06-24T08:38:50Z,True,False,,"{'availabilities': {'bikes': 0, 'stands': 30, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 33}","{'availabilities': {'bikes': 0, 'stands': 30, 'mechanicalBikes': 0, 'electricalBikes': 0, 'electricalInternalBatteryBikes': 0, 'electricalRemovableBatteryBikes': 0}, 'capacity': 33}",,2025-06-24T10:40:30.138289
60,toulouse,00060 - PLACE ROQUELAINE,32 PL ROQUELAINE,"{'latitude': 43.612615, 'longitude': 1.448286}",False,False,OPEN,2025-06-24T08:38:19Z,True,False,,"{'availabilities': {'bikes': 1, 'stands': 23, 'mechanicalBikes': 0, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 24}","{'availabilities': {'bikes': 1, 'stands': 23, 'mechanicalBikes': 0, 'electricalBikes': 1, 'electricalInternalBatteryBikes': 1, 'electricalRemovableBatteryBikes': 0}, 'capacity': 24}",,2025-06-24T10:40:30.138289
36,toulouse,00036 - PLACE ROBERT SCHUMAN,5 PL ROBERT SCHUMAN,"{'latitude': 43.609622, 'longitude': 1.449431}",True,False,OPEN,2025-06-24T08:37:19Z,True,False,,"{'availabilities': {'bikes': 6, 'stands': 13, 'mechanicalBikes': 2, 'electricalBikes': 4, 'electricalInternalBatteryBikes': 4, 'electricalRemovableBatteryBikes': 0}, 'capacity': 19}","{'availabilities': {'bikes': 6, 'stands': 13, 'mechanicalBikes': 2, 'electricalBikes': 4, 'electricalInternalBatteryBikes': 4, 'electricalRemovableBatteryBikes': 0}, 'capacity': 19}",,2025-06-24T10:40:30.138289
